Player,Year,Team,Stat,Value-Stat
Dejounte Murray,2021,SAS,STL,1.5
Lonzo Ball,2021,NOP,STL,1.5
De'Aaron Fox,2021,SAC,STL,1.5
Ricky Rubio,2021,MIN,STL,1.4
Chris Paul,2021,PHO,STL,1.4
Nikola Jokić,2021,DEN,STL,1.3
Darius Garland,2021,CLE,STL,1.2
Dillon Brooks,2021,MEM,STL,1.2
Rudy Gobert,2021,UTA,BLK,2.7
Clint Capela,2021,ATL,BLK,2.0
Chris Boucher,2021,TOR,BLK,1.9
Robert Williams,2021,BOS,BLK,1.8
Brook Lopez,2021,MIL,BLK,1.5
Joel Embiid,2021,PHI,BLK,1.4
Isaiah Stewart,2021,DET,BLK,1.3
Giannis Antetokounmpo,2021,MIL,BLK,1.2
Deandre Ayton,2021,PHO,BLK,1.2
Naz Reid,2021,MIN,BLK,1.1
Karl-Anthony Towns,2021,MIN,BLK,1.1
John Collins,2021,ATL,BLK,1.0
Bam Adebayo,2021,MIA,BLK,1.0
Jaden McDaniels,2021,MIN,BLK,1.0
Michael Porter Jr.,2021,DEN,BLK,0.9
Stephen Curry,2021,GSW,3P,5.3
Damian Lillard,2021,POR,3P,4.1
Duncan Robinson,2021,MIA,3P,3.5
Zach LaVine,2021,CHI,3P,3.4
Donovan Mitchell,2021,UTA,3P,3.4
Fred VanVleet,2021,TOR,3P,3.3
Paul George,2021,LAC,3P,3.2
Lonzo Ball,2021,NOP,3P,3.1
Joe Harris,2021,BRK,3P,3.1
Luka Dončić,2021,DAL,3P,2.9
Jayson Tatum,2021,BOS,3P,2.9
Jaylen Brown,2021,BOS,3P,2.8
Michael Porter Jr.,2021,DEN,3P,2.8
Joe Ingles,2021,UTA,3P,2.7
Malcolm Brogdon,2021,IND,3P,2.6
Pat Connaughton,2022,MIL,PTS,9.9
Alperen Şengün,2022,HOU,PTS,9.6
Herbert Jones,2022,NOP,PTS,9.5
Chris Boucher,2022,TOR,PTS,9.4
Jaxson Hayes,2022,NOP,PTS,9.3
Jonathan Kuminga,2022,GSW,PTS,9.3
Caleb Martin,2022,MIA,PTS,9.2
Jaden McDaniels,2022,MIN,PTS,9.2
Georges Niang,2022,PHI,PTS,9.2
Oshae Brissett,2022,IND,PTS,9.1
Amir Coffey,2022,LAC,PTS,9.0
Obi Toppin,2022,NYK,PTS,9.0
Ayo Dosunmu,2022,CHI,PTS,8.8
Isaac Okoro,2022,CLE,PTS,8.8
Gabe Vincent,2022,MIA,PTS,8.7
Trae Young,2022,ATL,AST,9.7
Dejounte Murray,2022,SAS,AST,9.2
Luka Dončić,2022,DAL,AST,8.7
Darius Garland,2022,CLE,AST,8.6
Nikola Jokić,2022,DEN,AST,7.9
LaMelo Ball,2022,CHO,AST,7.6
Jrue Holiday,2022,MIL,AST,6.8
Ja Morant,2022,MEM,AST,6.7
Fred VanVleet,2022,TOR,AST,6.7
Josh Giddey,2022,OKC,AST,6.4
Stephen Curry,2022,GSW,AST,6.3
Kevin Porter Jr.,2022,HOU,AST,6.2
LeBron James,2022,LAL,AST,6.2
Marcus Smart,2022,BOS,AST,5.9
Shai Gilgeous-Alexander,2022,OKC,AST,5.9
Joel Embiid,2022,PHI,DRB,9.6
Giannis Antetokounmpo,2022,MIL,DRB,9.6
Luka Dončić,2022,DAL,DRB,8.3
Julius Randle,2022,NYK,DRB,8.2
Clint Capela,2022,ATL,DRB,8.1
Deandre Ayton,2022,PHO,DRB,7.7
Bam Adebayo,2022,MIA,DRB,7.6
Kyle Kuzma,2022,WAS,DRB,7.4
Karl-Anthony Towns,2022,MIN,DRB,7.2
Dejounte Murray,2022,SAS,DRB,7.1
LeBron James,2022,LAL,DRB,7.1
Jayson Tatum,2022,BOS,DRB,6.9
Evan Mobley,2022,CLE,DRB,6.2
Al Horford,2022,BOS,DRB,6.1
John Collins,2022,ATL,DRB,6.1
Steven Adams,2022,MEM,ORB,4.6
Mitchell Robinson,2022,NYK,ORB,4.1
Robert Williams,2022,BOS,ORB,3.9
Clint Capela,2022,ATL,ORB,3.8
Rudy Gobert,2022,UTA,ORB,3.7
Isaiah Stewart,2022,DET,ORB,3.2
Nikola Jokić,2022,DEN,ORB,2.8
Scottie Barnes,2022,TOR,ORB,2.6
Deandre Ayton,2022,PHO,ORB,2.6
Hassan Whiteside,2022,UTA,ORB,2.6
Karl-Anthony Towns,2022,MIN,ORB,2.6
Kevon Looney,2022,GSW,ORB,2.5
Bam Adebayo,2022,MIA,ORB,2.4
Chris Boucher,2022,TOR,ORB,2.2
Brandon Clarke,2022,MEM,ORB,2.1
Joel Embiid,2022,PHI,FT,9.6
Giannis Antetokounmpo,2022,MIL,FT,8.3
DeMar DeRozan,2022,CHI,FT,6.8
Trae Young,2022,ATL,FT,6.6
Shai Gilgeous-Alexander,2022,OKC,FT,5.9
Luka Dončić,2022,DAL,FT,5.6
Ja Morant,2022,MEM,FT,5.5
Jayson Tatum,2022,BOS,FT,5.3
Karl-Anthony Towns,2022,MIN,FT,5.2
Nikola Jokić,2022,DEN,FT,5.1
Brandon Ingram,2022,NOP,FT,4.8
Zach LaVine,2022,CHI,FT,4.8
Devin Booker,2022,PHO,FT,4.6
Bam Adebayo,2022,MIA,FT,4.6
Rudy Gobert,2022,UTA,FT,4.6
Dejounte Murray,2022,SAS,STL,2.0
Chris Paul,2022,PHO,STL,1.9
Herbert Jones,2022,NOP,STL,1.7
Fred VanVleet,2022,TOR,STL,1.7
Marcus Smart,2022,BOS,STL,1.7
Jrue Holiday,2022,MIL,STL,1.6
LaMelo Ball,2022,CHO,STL,1.6
Donovan Mitchell,2022,UTA,STL,1.5
Anthony Edwards,2022,MIN,STL,1.5
Nikola Jokić,2022,DEN,STL,1.5
Bam Adebayo,2022,MIA,STL,1.4
Chuma Okeke,2022,ORL,STL,1.4
De'Anthony Melton,2022,MEM,STL,1.4
Darius Garland,2022,CLE,STL,1.3
Stephen Curry,2022,GSW,STL,1.3
Jaren Jackson Jr.,2022,MEM,BLK,2.3
Robert Williams,2022,BOS,BLK,2.2
Rudy Gobert,2022,UTA,BLK,2.1
Mitchell Robinson,2022,NYK,BLK,1.8
Evan Mobley,2022,CLE,BLK,1.7
Hassan Whiteside,2022,UTA,BLK,1.6
Joel Embiid,2022,PHI,BLK,1.5
Giannis Antetokounmpo,2022,MIL,BLK,1.4
Clint Capela,2022,ATL,BLK,1.3
Al Horford,2022,BOS,BLK,1.3
LeBron James,2022,LAL,BLK,1.1
Brandon Clarke,2022,MEM,BLK,1.1
Karl-Anthony Towns,2022,MIN,BLK,1.1
Isaiah Stewart,2022,DET,BLK,1.1
Maxi Kleber,2022,DAL,BLK,1.0
Stephen Curry,2022,GSW,3P,4.5
Fred VanVleet,2022,TOR,3P,3.7
Donovan Mitchell,2022,UTA,3P,3.5
Anfernee Simons,2022,POR,3P,3.1
Luka Dončić,2022,DAL,3P,3.1
Trae Young,2022,ATL,3P,3.1
Anthony Edwards,2022,MIN,3P,3.0
Jayson Tatum,2022,BOS,3P,3.0
Desmond Bane,2022,MEM,3P,3.0
Duncan Robinson,2022,MIA,3P,2.9
LaMelo Ball,2022,CHO,3P,2.9
LeBron James,2022,LAL,3P,2.9
Jordan Poole,2022,GSW,3P,2.8
Zach LaVine,2022,CHI,3P,2.8
Bogdan Bogdanović,2022,ATL,3P,2.7
Jonathan Kuminga,2023,GSW,PTS,9.9
Onyeka Okongwu,2023,ATL,PTS,9.9
Shaedon Sharpe,2023,POR,PTS,9.9
Jalen Suggs,2023,ORL,PTS,9.9
Al Horford,2023,BOS,PTS,9.8
Herbert Jones,2023,NOP,PTS,9.8
Coby White,2023,CHI,PTS,9.7
Caleb Martin,2023,MIA,PTS,9.6
Andrew Nembhard,2023,IND,PTS,9.5
Isaiah Joe,2023,OKC,PTS,9.5
Kyle Anderson,2023,MIN,PTS,9.4
Chris Boucher,2023,TOR,PTS,9.4
Gabe Vincent,2023,MIA,PTS,9.4
Tari Eason,2023,HOU,PTS,9.3
Deni Avdija,2023,WAS,PTS,9.2
Nikola Jokić,2023,DEN,AST,9.8
Chris Paul,2023,PHO,AST,8.9
Ja Morant,2023,MEM,AST,8.1
Luka Dončić,2023,DAL,AST,8.0
Darius Garland,2023,CLE,AST,7.8
Jrue Holiday,2023,MIL,AST,7.4
Damian Lillard,2023,POR,AST,7.3
Fred VanVleet,2023,TOR,AST,7.2
Draymond Green,2023,GSW,AST,6.8
LeBron James,2023,LAL,AST,6.8
Tre Jones,2023,SAS,AST,6.6
Marcus Smart,2023,BOS,AST,6.3
Stephen Curry,2023,GSW,AST,6.3
Killian Hayes,2023,DET,AST,6.2
Jamal Murray,2023,DEN,AST,6.2
Giannis Antetokounmpo,2023,MIL,DRB,9.6
Nikola Jokić,2023,DEN,DRB,9.4
Anthony Davis,2023,LAL,DRB,9.1
Joel Embiid,2023,PHI,DRB,8.4
Rudy Gobert,2023,MIN,DRB,8.3
Julius Randle,2023,NYK,DRB,8.1
Luka Dončić,2023,DAL,DRB,7.8
Jayson Tatum,2023,BOS,DRB,7.7
Deandre Ayton,2023,PHO,DRB,7.4
LeBron James,2023,LAL,DRB,7.1
Clint Capela,2023,ATL,DRB,7.1
Nic Claxton,2023,BRK,DRB,6.8
Lauri Markkanen,2023,UTA,DRB,6.7
Bam Adebayo,2023,MIA,DRB,6.7
Evan Mobley,2023,CLE,DRB,6.6
Mitchell Robinson,2023,NYK,ORB,4.5
Clint Capela,2023,ATL,ORB,4.0
Anthony Davis,2023,LAL,ORB,3.5
Jalen Duren,2023,DET,ORB,3.4
Rudy Gobert,2023,MIN,ORB,3.3
Kevon Looney,2023,GSW,ORB,3.3
Alperen Şengün,2023,HOU,ORB,3.2
Walker Kessler,2023,UTA,ORB,3.1
Onyeka Okongwu,2023,ATL,ORB,2.7
Deandre Ayton,2023,PHO,ORB,2.6
Bam Adebayo,2023,MIA,ORB,2.5
Nikola Jokić,2023,DEN,ORB,2.4
Evan Mobley,2023,CLE,ORB,2.4
Nic Claxton,2023,BRK,ORB,2.4
Tari Eason,2023,HOU,ORB,2.4
Shai Gilgeous-Alexander,2023,OKC,FT,9.8
Damian Lillard,2023,POR,FT,8.8
Giannis Antetokounmpo,2023,MIL,FT,7.9
Luka Dončić,2023,DAL,FT,7.8
Trae Young,2023,ATL,FT,7.8
Jayson Tatum,2023,BOS,FT,7.2
Anthony Davis,2023,LAL,FT,6.2
DeMar DeRozan,2023,CHI,FT,6.2
Ja Morant,2023,MEM,FT,6.1
Devin Booker,2023,PHO,FT,5.8
Paolo Banchero,2023,ORL,FT,5.5
Lauri Markkanen,2023,UTA,FT,5.3
Julius Randle,2023,NYK,FT,5.2
Nikola Jokić,2023,DEN,FT,4.9
Jalen Green,2023,HOU,FT,4.8
Fred VanVleet,2023,TOR,STL,1.8
Herbert Jones,2023,NOP,STL,1.6
Anthony Edwards,2023,MIN,STL,1.6
Shai Gilgeous-Alexander,2023,OKC,STL,1.6
De'Anthony Melton,2023,PHI,STL,1.6
Markelle Fultz,2023,ORL,STL,1.5
Chris Paul,2023,PHO,STL,1.5
Dejounte Murray,2023,ATL,STL,1.5
Marcus Smart,2023,BOS,STL,1.5
Paul George,2023,LAC,STL,1.5
Kentavious Caldwell-Pope,2023,DEN,STL,1.5
Donovan Mitchell,2023,CLE,STL,1.5
Alex Caruso,2023,CHI,STL,1.5
Killian Hayes,2023,DET,STL,1.4
Luka Dončić,2023,DAL,STL,1.4
Jaren Jackson Jr.,2023,MEM,BLK,3.0
Nic Claxton,2023,BRK,BLK,2.5
Brook Lopez,2023,MIL,BLK,2.5
Myles Turner,2023,IND,BLK,2.3
Walker Kessler,2023,UTA,BLK,2.3
Anthony Davis,2023,LAL,BLK,2.0
Mitchell Robinson,2023,NYK,BLK,1.8
Joel Embiid,2023,PHI,BLK,1.7
Evan Mobley,2023,CLE,BLK,1.5
Isaiah Jackson,2023,IND,BLK,1.5
Rudy Gobert,2023,MIN,BLK,1.4
Onyeka Okongwu,2023,ATL,BLK,1.3
Clint Capela,2023,ATL,BLK,1.2
Bol Bol,2023,ORL,BLK,1.2
Nick Richards,2023,CHO,BLK,1.1
Stephen Curry,2023,GSW,3P,4.9
Klay Thompson,2023,GSW,3P,4.4
Damian Lillard,2023,POR,3P,4.2
Donovan Mitchell,2023,CLE,3P,3.6
Anfernee Simons,2023,POR,3P,3.4
Jayson Tatum,2023,BOS,3P,3.2
Lauri Markkanen,2023,UTA,3P,3.0
Michael Porter Jr.,2023,DEN,3P,3.0
Tyler Herro,2023,MIA,3P,3.0
Fred VanVleet,2023,TOR,3P,3.0
Desmond Bane,2023,MEM,3P,2.9
Luka Dončić,2023,DAL,3P,2.8
Julius Randle,2023,NYK,3P,2.8
Paul George,2023,LAC,3P,2.8
Anthony Edwards,2023,MIN,3P,2.7
Lonnie Walker IV,2024,BRK,PTS,9.7
Nick Richards,2024,CHO,PTS,9.7
Payton Pritchard,2024,BOS,PTS,9.6
Amen Thompson,2024,HOU,PTS,9.5
Isaac Okoro,2024,CLE,PTS,9.4
Georges Niang,2024,CLE,PTS,9.4
Brandin Podziemski,2024,GSW,PTS,9.2
Chris Paul,2024,GSW,PTS,9.2
Andrew Nembhard,2024,IND,PTS,9.2
Malaki Branham,2024,SAS,PTS,9.2
Duop Reath,2024,POR,PTS,9.1
Sam Hauser,2024,BOS,PTS,9.0
Jabari Walker,2024,POR,PTS,8.9
Ausar Thompson,2024,DET,PTS,8.8
Terance Mann,2024,LAC,PTS,8.8
Luka Dončić,2024,DAL,AST,9.8
Nikola Jokić,2024,DEN,AST,9.0
LeBron James,2024,LAL,AST,8.3
Fred VanVleet,2024,HOU,AST,8.1
Cade Cunningham,2024,DET,AST,7.5
Tyus Jones,2024,WAS,AST,7.3
Damian Lillard,2024,MIL,AST,7.0
Devin Booker,2024,PHO,AST,6.9
Chris Paul,2024,GSW,AST,6.8
Jalen Brunson,2024,NYK,AST,6.7
Jamal Murray,2024,DEN,AST,6.5
Darius Garland,2024,CLE,AST,6.5
Giannis Antetokounmpo,2024,MIL,AST,6.5
Dejounte Murray,2024,ATL,AST,6.4
Tre Jones,2024,SAS,AST,6.2
Anthony Davis,2024,LAL,DRB,9.5
Nikola Jokić,2024,DEN,DRB,9.5
Rudy Gobert,2024,MIN,DRB,9.2
Giannis Antetokounmpo,2024,MIL,DRB,8.8
Jalen Duren,2024,DET,DRB,8.5
Luka Dončić,2024,DAL,DRB,8.4
Victor Wembanyama,2024,SAS,DRB,8.4
Bam Adebayo,2024,MIA,DRB,8.1
Deandre Ayton,2024,POR,DRB,7.9
Jalen Johnson,2024,ATL,DRB,7.4
Jayson Tatum,2024,BOS,DRB,7.2
Nic Claxton,2024,BRK,DRB,7.2
Evan Mobley,2024,CLE,DRB,7.1
Karl-Anthony Towns,2024,MIN,DRB,6.8
Alperen Şengün,2024,HOU,DRB,6.4
Clint Capela,2024,ATL,ORB,4.6
Rudy Gobert,2024,MIN,ORB,3.8
Deandre Ayton,2024,POR,ORB,3.2
Jalen Duren,2024,DET,ORB,3.1
Anthony Davis,2024,LAL,ORB,3.1
Alperen Şengün,2024,HOU,ORB,2.9
Nikola Jokić,2024,DEN,ORB,2.8
Nic Claxton,2024,BRK,ORB,2.7
Giannis Antetokounmpo,2024,MIL,ORB,2.7
Onyeka Okongwu,2024,ATL,ORB,2.6
Walker Kessler,2024,UTA,ORB,2.6
Nick Richards,2024,CHO,ORB,2.6
Day'Ron Sharpe,2024,BRK,ORB,2.6
Dereck Lively II,2024,DAL,ORB,2.5
Amen Thompson,2024,HOU,ORB,2.4
Shai Gilgeous-Alexander,2024,OKC,FT,7.6
Giannis Antetokounmpo,2024,MIL,FT,7.0
Luka Dončić,2024,DAL,FT,6.8
DeMar DeRozan,2024,CHI,FT,6.6
Damian Lillard,2024,MIL,FT,6.5
Trae Young,2024,ATL,FT,6.4
Devin Booker,2024,PHO,FT,6.0
Jayson Tatum,2024,BOS,FT,5.6
Anthony Davis,2024,LAL,FT,5.5
Jalen Brunson,2024,NYK,FT,5.5
Anthony Edwards,2024,MIN,FT,5.4
Jaren Jackson Jr.,2024,MEM,FT,5.1
Paolo Banchero,2024,ORL,FT,5.1
Zion Williamson,2024,NOP,FT,5.0
Donovan Mitchell,2024,CLE,FT,5.0
Shai Gilgeous-Alexander,2024,OKC,STL,2.0
De'Aaron Fox,2024,SAC,STL,2.0
Donovan Mitchell,2024,CLE,STL,1.8
Alex Caruso,2024,CHI,STL,1.7
Kawhi Leonard,2024,LAC,STL,1.6
Paul George,2024,LAC,STL,1.5
Luka Dončić,2024,DAL,STL,1.4
Jalen Suggs,2024,ORL,STL,1.4
Herbert Jones,2024,NOP,STL,1.4
Nikola Jokić,2024,DEN,STL,1.4
Fred VanVleet,2024,HOU,STL,1.4
Dejounte Murray,2024,ATL,STL,1.4
Dyson Daniels,2024,NOP,STL,1.4
Kentavious Caldwell-Pope,2024,DEN,STL,1.3
Amen Thompson,2024,HOU,STL,1.3
Victor Wembanyama,2024,SAS,BLK,3.6
Walker Kessler,2024,UTA,BLK,2.4
Brook Lopez,2024,MIL,BLK,2.4
Chet Holmgren,2024,OKC,BLK,2.3
Anthony Davis,2024,LAL,BLK,2.3
Nic Claxton,2024,BRK,BLK,2.1
Rudy Gobert,2024,MIN,BLK,2.1
Myles Turner,2024,IND,BLK,1.9
Jaren Jackson Jr.,2024,MEM,BLK,1.6
Clint Capela,2024,ATL,BLK,1.5
Scottie Barnes,2024,TOR,BLK,1.5
Dereck Lively II,2024,DAL,BLK,1.4
Evan Mobley,2024,CLE,BLK,1.4
Jonathan Isaac,2024,ORL,BLK,1.2
Trayce Jackson-Davis,2024,GSW,BLK,1.1
Stephen Curry,2024,GSW,3P,4.8
Luka Dončić,2024,DAL,3P,4.1
Klay Thompson,2024,GSW,3P,3.5
Paul George,2024,LAC,3P,3.3
Donovan Mitchell,2024,CLE,3P,3.3
Lauri Markkanen,2024,UTA,3P,3.2
Trae Young,2024,ATL,3P,3.2
Jayson Tatum,2024,BOS,3P,3.1
Fred VanVleet,2024,HOU,3P,3.1
Damian Lillard,2024,MIL,3P,3.0
Bogdan Bogdanović,2024,ATL,3P,3.0
Tyrese Maxey,2024,PHI,3P,3.0
Trey Murphy III,2024,NOP,3P,3.0
De'Aaron Fox,2024,SAC,3P,2.9
Duncan Robinson,2024,MIA,3P,2.8
